レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中
202602041503,1,2,3,2,1,3,×,×,○,×,逃げ,差し,×
202602041504,1,4,3,4,3,5,×,×,×,×,逃げ,差し,×
202602041505,1,2,4,6,2,3,×,○,×,×,逃げ,差し,×
202602041506,1,3,4,1,5,6,○,×,×,×,逃げ,逃げ,○
202602041507,1,2,4,1,2,6,○,○,×,×,逃げ,逃げ,○
202602041508,1,2,3,1,2,4,○,○,×,×,逃げ,逃げ,○
202602041509,1,3,2,1,2,5,○,×,×,×,逃げ,逃げ,○
202602041510,1,2,3,1,2,6,○,○,×,×,逃げ,逃げ,○
202602041511,1,2,4,4,2,6,×,○,×,×,逃げ,差し,×
202602041512,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○
202602041401,1,2,3,1,3,6,○,×,×,×,逃げ,逃げ,○
202602041402,1,2,3,3,4,1,×,×,×,×,逃げ,,-
202602041403,1,2,3,3,1,5,×,×,×,×,逃げ,差し,×
202602041404,2,3,4,2,4,3,○,×,×,×,逃げ,逃げ,○
202602041405,1,2,3,2,3,5,×,×,×,×,逃げ,,-
202602041406,1,3,4,3,1,2,×,×,×,×,逃げ,,-
202602041407,1,2,3,3,1,4,×,×,×,×,逃げ,差し,×
202602041408,1,4,2,4,2,1,×,×,×,×,逃げ,まくり,×
202602041409,1,2,4,1,6,5,○,×,×,×,逃げ,逃げ,○
202602041410,1,3,4,1,4,2,○,×,×,×,逃げ,逃げ,○
202602041411,1,3,2,3,1,5,×,×,×,×,逃げ,逃げ,○
202602041412,1,2,3,1,2,5,○,○,×,×,逃げ,逃げ,○
202602040701,1,3,2,2,4,3,×,×,×,×,まくり,まくり,○
202602040702,3,2,4,1,2,3,×,○,×,×,差し,逃げ,×
202602040703,3,1,4,4,1,2,×,○,×,×,差し,,-
202602040704,2,4,1,2,3,4,○,×,×,×,差し,まくり,×
202602040705,2,1,3,1,5,6,×,×,×,×,まくり,逃げ,×
202602040706,3,4,2,1,5,2,×,×,○,×,差し,逃げ,×
202602040707,1,3,4,1,3,4,○,○,○,○,逃げ,逃げ,○
202602040708,1,3,5,1,3,4,○,○,×,×,逃げ,逃げ,○
202602040709,1,3,2,1,2,4,○,×,×,×,逃げ,逃げ,○
202602040710,1,4,2,1,4,5,○,○,×,×,逃げ,逃げ,○
202602040711,1,2,6,1,3,2,○,×,×,×,逃げ,逃げ,○
202602040712,1,4,2,1,2,3,○,×,×,×,逃げ,逃げ,○
202602040601,1,2,3,3,1,5,×,×,×,×,逃げ,差し,×
202602040602,4,1,6,3,2,6,×,×,○,×,逃げ,差し,×
202602040603,5,6,1,2,1,5,×,×,×,×,差し,差し,○
202602040604,3,4,2,1,3,4,×,×,×,×,逃げ,逃げ,○
202602040605,1,3,6,1,4,2,○,×,×,×,逃げ,逃げ,○
202602040606,5,2,6,1,3,4,×,×,×,×,逃げ,逃げ,○
202602040607,2,3,5,1,6,4,×,×,×,×,差し,逃げ,×
202602040608,2,6,1,5,6,4,×,○,×,×,差し,まくり,×
202602040609,1,5,4,4,1,5,×,×,×,×,逃げ,まくり,×
202602040610,2,1,5,1,3,2,×,×,×,×,差し,逃げ,×
202602040611,1,3,2,1,2,5,○,×,×,×,逃げ,逃げ,○
202602040612,1,3,2,1,5,6,○,×,×,×,逃げ,逃げ,○
202602040301,1,2,5,1,6,4,○,×,×,×,逃げ,逃げ,○
202602040302,1,2,5,2,6,5,×,×,○,×,逃げ,差し,×
202602040303,1,6,4,5,1,2,×,×,×,×,逃げ,,-
202602040304,1,2,4,3,1,5,×,×,×,×,逃げ,,-
202602040305,1,2,6,1,3,5,○,×,×,×,逃げ,逃げ,○
202602040306,3,2,5,1,4,5,×,×,○,×,差し,逃げ,×
202602040307,4,2,1,1,2,3,×,○,×,×,逃げ,,-
202602040308,1,4,2,6,1,2,×,×,○,×,逃げ,,-
202602040309,1,2,4,2,3,1,×,×,×,×,逃げ,まくり,×
202602040310,2,1,4,1,2,4,×,×,○,×,逃げ,逃げ,○
202602040311,2,3,4,1,6,4,×,×,○,×,逃げ,逃げ,○
202602040312,2,1,4,1,3,2,×,×,×,×,逃げ,逃げ,○
