レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中
202601100909,1,4,2,6,3,4,×,×,×,×,逃げ,差し,×
202601100910,1,3,4,1,2,6,○,×,×,×,逃げ,逃げ,○
202601100911,1,4,3,4,3,6,×,×,×,×,逃げ,,-
202601100912,1,2,3,1,3,2,○,×,×,×,逃げ,逃げ,○
202601100701,1,2,4,3,2,4,×,○,○,×,逃げ,,-
202601100702,2,1,4,2,3,1,○,×,×,×,逃げ,差し,×
202601100703,1,5,3,5,6,2,×,×,×,×,差し,まくり,×
202601100704,3,5,1,3,1,5,○,×,×,×,逃げ,差し,×
202601100705,1,4,3,1,2,3,○,×,○,×,逃げ,逃げ,○
202601100706,1,3,2,1,6,2,○,×,○,×,逃げ,逃げ,○
202601100707,1,3,2,1,3,4,○,○,×,×,逃げ,逃げ,○
202601100708,1,2,4,1,2,5,○,○,×,×,逃げ,逃げ,○
202601100709,1,3,2,1,2,4,○,×,×,×,逃げ,逃げ,○
202601100710,1,2,4,1,2,5,○,○,×,×,逃げ,逃げ,○
202601100711,1,4,5,1,2,4,○,×,×,×,逃げ,逃げ,○
202601100712,2,1,4,3,5,4,×,×,○,×,逃げ,差し,×
202601100601,1,3,2,3,1,2,×,×,○,×,逃げ,差し,×
202601100602,2,1,3,2,3,4,○,×,×,×,差し,まくり,×
202601100603,1,4,3,1,4,2,○,○,×,×,逃げ,逃げ,○
202601100604,1,2,5,6,1,5,×,×,○,×,逃げ,,-
202601100605,1,4,2,1,2,4,○,×,×,×,逃げ,逃げ,○
202601100606,3,2,4,3,2,4,○,○,○,○,差し,差し,○
202601100607,1,4,2,1,2,3,○,×,×,×,逃げ,逃げ,○
202601100608,1,3,4,1,3,2,○,○,×,×,逃げ,逃げ,○
202601100609,1,4,3,4,5,3,×,×,○,×,逃げ,まくり,×
202601100610,1,4,6,4,6,2,×,×,×,×,逃げ,まくり,×
202601100611,1,2,5,4,5,6,×,×,×,×,逃げ,まくり,×
202601100612,1,4,2,4,1,2,×,×,○,×,逃げ,,-
202601100501,1,4,2,4,2,5,×,×,×,×,差し,まくり,×
202601100502,1,3,5,2,3,1,×,○,×,×,差し,まくり,×
202601100503,2,1,4,2,1,5,○,○,×,×,まくり,まくり,○
202601100504,4,2,1,1,3,4,×,×,×,×,差し,逃げ,×
202601100505,2,4,6,2,1,5,○,×,×,×,まくり,差し,×
202601100506,1,4,2,1,2,4,○,×,×,×,逃げ,逃げ,○
202601100507,1,2,4,1,4,5,○,×,×,×,逃げ,逃げ,○
202601100508,1,4,2,5,3,6,×,×,×,×,逃げ,差し,×
202601100509,1,5,2,1,2,4,○,×,×,×,逃げ,,-
202601100510,1,3,2,1,2,3,○,×,×,×,逃げ,逃げ,○
202601100511,1,4,3,1,4,3,○,○,○,○,逃げ,逃げ,○
202601100512,1,2,3,3,4,2,×,×,×,×,逃げ,まくり,×
