レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中
202601140705,2,1,4,6,1,4,×,○,○,×,逃げ,差し,×
202601140706,1,2,4,2,1,5,×,×,×,×,逃げ,,-
202601140707,1,3,2,2,4,6,×,×,×,×,逃げ,差し,×
202601140708,2,1,3,2,3,6,○,×,×,×,逃げ,まくり,×
202601140709,1,3,5,1,5,2,○,×,×,×,逃げ,逃げ,○
202601140710,1,4,3,1,2,3,○,×,○,×,逃げ,逃げ,○
202601140711,1,3,4,1,5,3,○,×,×,×,逃げ,,-
202601140712,1,3,2,1,3,5,○,○,×,×,逃げ,逃げ,○
202601140501,1,3,6,6,1,2,×,×,×,×,逃げ,差し,×
202601140502,1,6,2,2,3,4,×,×,×,×,逃げ,差し,×
202601140503,4,3,1,1,4,3,×,×,×,×,逃げ,逃げ,○
202601140504,3,1,2,1,4,5,×,×,×,×,逃げ,逃げ,○
202601140505,1,3,2,3,5,6,×,×,×,×,逃げ,まくり,×
202601140506,1,2,6,1,3,2,○,×,×,×,差し,逃げ,×
202601140507,3,2,6,4,5,1,×,×,×,×,差し,まくり,×
202601140508,1,3,4,1,4,2,○,×,×,×,逃げ,逃げ,○
202601140509,1,3,4,1,6,2,○,×,×,×,逃げ,逃げ,○
202601140510,1,2,4,4,5,1,×,×,×,×,逃げ,まくり,×
202601140511,1,2,4,3,1,4,×,×,○,×,逃げ,差し,×
202601140512,1,4,2,4,2,1,×,×,×,×,逃げ,差し,×
202601140401,3,1,4,1,3,4,×,×,○,×,差し,逃げ,×
202601140402,1,3,2,1,2,3,○,×,×,×,逃げ,逃げ,○
202601140403,1,6,4,1,5,6,○,×,×,×,差し,逃げ,×
202601140404,1,3,4,3,4,5,×,×,×,×,差し,まくり,×
202601140405,1,2,4,1,2,4,○,○,○,○,逃げ,逃げ,○
202601140406,1,2,5,1,6,4,○,×,×,×,逃げ,逃げ,○
202601140407,2,1,4,3,2,4,×,×,○,×,差し,まくり,×
202601140408,1,4,2,4,5,2,×,×,○,×,逃げ,まくり,×
202601140409,2,1,3,4,1,2,×,○,×,×,逃げ,差し,×
202601140410,1,2,4,1,6,2,○,×,×,×,逃げ,逃げ,○
202601140411,1,3,4,1,2,3,○,×,×,×,逃げ,逃げ,○
202601140412,1,2,3,4,1,6,×,×,×,×,逃げ,まくり,×
202601140301,1,2,4,4,2,1,×,○,×,×,逃げ,まくり,×
202601140302,1,2,3,1,2,3,○,○,○,○,逃げ,,-
202601140303,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○
202601140304,1,2,5,1,2,3,○,○,×,×,差し,逃げ,×
202601140305,1,3,4,4,2,1,×,×,×,×,逃げ,差し,×
202601140306,1,3,5,5,1,3,×,×,×,×,逃げ,まくり,×
202601140307,1,2,3,5,1,2,×,×,×,×,逃げ,,-
202601140308,1,3,2,1,5,4,○,×,×,×,逃げ,逃げ,○
202601140309,1,3,4,2,4,6,×,×,×,×,逃げ,まくり,×
202601140310,1,2,3,5,1,2,×,×,×,×,逃げ,まくり,×
202601140311,1,2,4,5,1,6,×,×,×,×,逃げ,まくり,×
202601140312,1,2,5,1,2,5,○,○,○,○,逃げ,逃げ,○
202601140201,1,2,3,1,2,5,○,○,×,×,まくり,逃げ,×
202601140202,1,2,3,4,2,5,×,○,×,×,まくり,まくり,○
202601140203,3,1,4,4,2,5,×,×,×,×,まくり,まくり,○
202601140204,1,2,5,2,4,5,×,×,○,×,逃げ,まくり,×
202601140205,1,4,3,4,6,3,×,×,○,×,逃げ,まくり,×
202601140206,2,1,4,1,2,4,×,×,○,×,まくり,逃げ,×
202601140207,1,3,2,1,3,4,○,○,×,×,逃げ,逃げ,○
202601140208,1,6,5,5,3,1,×,×,×,×,まくり,差し,×
202601140209,1,2,5,1,2,5,○,○,○,○,逃げ,逃げ,○
202601140210,1,4,3,1,3,4,○,×,×,×,逃げ,逃げ,○
202601140211,1,3,5,1,2,5,○,×,○,×,逃げ,逃げ,○
202601140212,1,3,4,1,3,2,○,○,×,×,逃げ,逃げ,○
202601140101,1,3,5,1,3,6,○,○,×,×,逃げ,逃げ,○
202601140102,3,4,6,2,3,6,×,×,○,×,差し,まくり,×
202601140103,4,1,2,1,4,2,×,×,○,×,差し,逃げ,×
202601140104,5,1,4,1,3,4,×,×,○,×,差し,逃げ,×
202601140105,1,6,5,5,6,1,×,○,×,×,逃げ,まくり,×
202601140106,1,5,3,1,2,3,○,×,○,×,逃げ,逃げ,○
202601140107,1,3,2,1,3,4,○,○,×,×,逃げ,逃げ,○
202601140108,1,5,2,1,5,2,○,○,○,○,逃げ,逃げ,○
202601140109,2,1,3,1,6,2,×,×,×,×,逃げ,逃げ,○
202601140110,3,1,4,2,3,1,×,×,×,×,逃げ,差し,×
202601140111,1,4,3,4,2,1,×,×,×,×,逃げ,差し,×
