レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中
202601111603,1,2,3,1,2,6,○,○,×,×,逃げ,逃げ,○
202601111604,1,4,3,1,2,4,○,×,×,×,逃げ,逃げ,○
202601111605,1,3,2,3,1,4,×,×,×,×,逃げ,差し,×
202601111606,1,3,4,1,4,5,○,×,×,×,逃げ,,-
202601111607,1,2,4,4,3,6,×,×,×,×,逃げ,まくり,×
202601111608,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○
202601111609,1,2,4,1,4,6,○,×,×,×,逃げ,逃げ,○
202601111610,1,2,3,1,2,4,○,○,×,×,逃げ,逃げ,○
202601111611,1,2,4,1,4,2,○,×,×,×,逃げ,逃げ,○
202601111612,1,3,2,4,1,2,×,×,○,×,逃げ,差し,×
202601111401,1,2,4,1,4,3,○,×,×,×,逃げ,逃げ,○
202601111402,1,2,4,3,2,1,×,○,×,×,逃げ,,-
202601111403,1,3,2,1,2,4,○,×,×,×,差し,逃げ,×
202601111201,1,2,5,2,5,3,×,×,×,×,逃げ,まくり,×
202601111202,1,4,2,1,6,2,○,×,○,×,逃げ,逃げ,○
202601111203,1,2,3,6,5,1,×,×,×,×,逃げ,,-
202601111204,1,4,6,6,4,1,×,○,×,×,逃げ,まくり,×
202601111205,1,2,6,1,6,3,○,×,×,×,逃げ,逃げ,○
202601111206,2,1,3,1,2,3,×,×,○,×,差し,逃げ,×
202601111207,1,2,3,1,3,2,○,×,×,×,逃げ,逃げ,○
202601111208,1,4,3,1,4,6,○,○,×,×,逃げ,逃げ,○
202601111209,1,2,3,1,3,5,○,×,×,×,逃げ,逃げ,○
202601111210,1,2,4,4,5,1,×,×,×,×,逃げ,差し,×
202601111211,1,3,2,1,5,2,○,×,○,×,逃げ,逃げ,○
202601111212,1,2,3,1,2,4,○,○,×,×,逃げ,逃げ,○
202601110701,1,2,3,4,2,6,×,○,×,×,逃げ,まくり,×
202601110702,1,4,3,1,3,2,○,×,×,×,差し,逃げ,×
202601110703,1,4,3,1,3,2,○,×,×,×,逃げ,逃げ,○
202601110704,1,3,2,1,3,6,○,○,×,×,逃げ,逃げ,○
202601110705,1,5,2,1,5,4,○,○,×,×,逃げ,逃げ,○
202601110706,1,5,2,1,3,4,○,×,×,×,逃げ,逃げ,○
202601110707,1,4,3,1,3,4,○,×,×,×,逃げ,逃げ,○
202601110708,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○
202601110709,1,3,2,4,1,2,×,×,○,×,逃げ,差し,×
202601110710,1,3,2,1,4,2,○,×,○,×,逃げ,逃げ,○
202601110711,1,5,4,1,2,3,○,×,×,×,逃げ,逃げ,○
202601110712,1,3,2,1,3,2,○,○,○,○,逃げ,逃げ,○
202601110601,1,2,3,1,2,3,○,○,○,○,差し,逃げ,×
202601110602,4,6,3,6,1,5,×,×,×,×,逃げ,,-
202601110603,1,6,5,2,6,4,×,○,×,×,差し,差し,○
202601110604,3,1,5,5,3,1,×,×,×,×,差し,差し,○
202601110605,1,2,4,1,3,5,○,×,×,×,逃げ,,-
202601110606,2,3,5,3,2,4,×,×,×,×,まくり,まくり,○
202601110607,1,3,2,3,2,1,×,×,×,×,逃げ,まくり,×
202601110608,6,2,1,4,6,3,×,×,×,×,差し,差し,○
202601110609,1,4,2,1,3,4,○,×,×,×,逃げ,逃げ,○
202601110610,1,2,4,1,3,4,○,×,○,×,逃げ,逃げ,○
202601110611,1,2,3,1,3,2,○,×,×,×,逃げ,逃げ,○
202601110612,1,4,2,1,5,4,○,×,×,×,逃げ,逃げ,○
202601110501,1,2,3,1,3,2,○,×,×,×,逃げ,逃げ,○
202601110502,1,3,4,1,3,2,○,○,×,×,逃げ,逃げ,○
202601110503,5,1,3,1,3,2,×,×,×,×,差し,逃げ,×
202601110504,2,3,5,2,1,3,○,×,×,×,まくり,差し,×
202601110505,3,4,1,6,1,3,×,×,×,×,逃げ,まくり,×
202601110506,6,3,2,6,3,1,○,○,×,×,差し,まくり,×
202601110507,1,4,2,3,5,6,×,×,×,×,逃げ,まくり,×
202601110201,1,2,3,4,5,2,×,×,×,×,まくり,差し,×
202601110202,1,3,4,1,3,6,○,○,×,×,まくり,逃げ,×
202601110203,2,3,1,2,3,5,○,○,×,×,まくり,まくり,○
202601110204,1,2,4,1,3,6,○,×,×,×,差し,逃げ,×
202601110205,1,4,3,2,1,4,×,×,×,×,逃げ,差し,×
202601110206,1,5,2,5,1,3,×,×,×,×,逃げ,差し,×
202601110207,1,3,4,1,3,2,○,○,×,×,逃げ,逃げ,○
202601110208,1,3,2,1,3,5,○,○,×,×,逃げ,逃げ,○
202601110209,1,4,3,3,1,2,×,×,×,×,逃げ,差し,×
202601110210,1,4,5,4,3,2,×,×,×,×,逃げ,,-
202601110211,1,2,3,1,3,4,○,×,×,×,逃げ,逃げ,○
202601110212,1,2,4,1,5,2,○,×,×,×,逃げ,逃げ,○
