レースコード,予想1着,予想2着,予想3着,実際1着,実際2着,実際3着,1着的中,2着的中,3着的中,全的中,予想決まり手,決まり手,決まり手的中
202601262009,1,2,3,2,1,4,×,×,×,×,逃げ,まくり,×
202601262010,1,2,3,1,4,2,○,×,×,×,逃げ,逃げ,○
202601262011,1,2,4,1,4,6,○,×,×,×,逃げ,逃げ,○
202601262012,1,2,3,3,6,4,×,×,×,×,逃げ,まくり,×
202601261901,1,3,4,1,6,4,○,×,○,×,逃げ,逃げ,○
202601261902,1,2,3,3,2,5,×,○,×,×,逃げ,まくり,×
202601261903,1,2,4,1,2,4,○,○,○,○,逃げ,逃げ,○
202601261904,1,2,3,3,5,1,×,×,×,×,逃げ,,-
202601261905,1,2,3,4,1,5,×,×,×,×,逃げ,差し,×
202601261906,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○
202601261907,1,4,2,1,2,6,○,×,×,×,逃げ,逃げ,○
202601261908,1,4,2,1,4,3,○,○,×,×,逃げ,逃げ,○
202601261909,1,2,3,1,3,2,○,×,×,×,逃げ,逃げ,○
202601261910,1,2,4,1,4,6,○,×,×,×,逃げ,逃げ,○
202601261911,1,3,2,2,1,3,×,×,×,×,逃げ,差し,×
202601261912,1,4,2,1,4,3,○,○,×,×,逃げ,逃げ,○
202601261801,1,3,2,4,1,2,×,×,○,×,逃げ,,-
202601261802,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○
202601261803,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○
202601261804,1,4,3,2,3,1,×,×,×,×,逃げ,まくり,×
202601261805,1,2,3,1,3,4,○,×,×,×,逃げ,逃げ,○
202601261806,1,2,4,1,3,4,○,×,○,×,逃げ,逃げ,○
202601261807,1,2,3,1,6,4,○,×,×,×,逃げ,逃げ,○
202601261808,2,3,1,1,3,6,×,○,×,×,逃げ,逃げ,○
202601261809,1,2,4,2,3,5,×,×,×,×,逃げ,まくり,×
202601261810,1,2,4,3,1,4,×,×,○,×,逃げ,,-
202601261811,1,2,3,4,5,6,×,×,×,×,逃げ,まくり,×
202601261812,2,1,4,2,3,5,○,×,×,×,逃げ,逃げ,○
202601261101,1,3,2,4,5,1,×,×,×,×,逃げ,まくり,×
202601261102,1,2,6,3,4,6,×,×,○,×,逃げ,まくり,×
202601261103,1,2,4,5,6,2,×,×,×,×,逃げ,まくり,×
202601261104,1,3,4,1,4,3,○,×,×,×,逃げ,逃げ,○
202601261105,1,2,5,1,3,2,○,×,×,×,逃げ,逃げ,○
202601261107,4,1,5,4,3,5,○,×,○,×,差し,差し,○
202601261108,3,2,1,2,3,1,×,×,○,×,逃げ,差し,×
202601261109,1,3,4,1,3,4,○,○,○,○,逃げ,逃げ,○
202601261110,1,2,4,1,4,3,○,×,×,×,逃げ,逃げ,○
202601261111,1,2,3,3,6,5,×,×,×,×,逃げ,まくり,×
202601261112,1,3,2,1,2,6,○,×,×,×,逃げ,逃げ,○
202601261001,1,4,5,1,2,5,○,×,○,×,逃げ,逃げ,○
202601261002,1,2,5,4,1,5,×,×,○,×,逃げ,差し,×
202601261003,1,4,6,1,3,5,○,×,×,×,逃げ,逃げ,○
202601261004,1,2,6,1,3,2,○,×,×,×,逃げ,逃げ,○
202601261005,1,5,2,2,6,1,×,×,×,×,逃げ,差し,×
202601261006,1,2,4,2,5,3,×,×,×,×,逃げ,まくり,×
202601261007,3,6,1,1,5,6,×,×,×,×,逃げ,逃げ,○
202601261008,1,3,2,1,2,6,○,×,×,×,逃げ,逃げ,○
202601261009,1,3,2,1,5,3,○,×,×,×,差し,逃げ,×
202601261010,1,3,2,1,2,3,○,×,×,×,逃げ,逃げ,○
202601261011,1,4,2,1,5,2,○,×,○,×,逃げ,逃げ,○
202601261012,1,3,2,1,4,6,○,×,×,×,逃げ,逃げ,○
202601260701,1,4,3,1,3,4,○,×,×,×,差し,逃げ,×
202601260702,1,3,2,2,4,5,×,×,×,×,まくり,まくり,○
202601260703,2,1,4,3,5,1,×,×,×,×,差し,まくり,×
202601260704,2,4,1,1,2,3,×,×,×,×,差し,逃げ,×
202601260705,1,4,5,3,4,1,×,○,×,×,逃げ,まくり,×
202601260706,1,5,2,1,2,6,○,×,×,×,差し,逃げ,×
202601260707,1,3,4,1,4,5,○,×,×,×,逃げ,逃げ,○
202601260708,1,3,5,1,6,4,○,×,×,×,逃げ,逃げ,○
202601260709,1,4,5,1,2,3,○,×,×,×,逃げ,逃げ,○
202601260710,1,4,6,2,1,5,×,×,×,×,逃げ,差し,×
202601260711,1,3,2,5,1,2,×,×,○,×,逃げ,差し,×
202601260712,1,3,4,1,5,2,○,×,×,×,逃げ,逃げ,○
202601260601,1,2,5,1,2,3,○,○,×,×,差し,逃げ,×
202601260602,2,4,1,5,1,2,×,×,×,×,差し,差し,○
202601260603,2,1,3,1,2,4,×,×,×,×,差し,逃げ,×
202601260604,1,2,5,1,3,2,○,×,×,×,逃げ,逃げ,○
202601260605,1,4,3,1,3,2,○,×,×,×,逃げ,逃げ,○
202601260606,1,3,2,2,1,3,×,×,×,×,逃げ,差し,×
202601260607,2,1,4,4,1,2,×,○,×,×,差し,差し,○
202601260608,1,5,2,2,3,6,×,×,×,×,逃げ,まくり,×
202601260609,1,2,4,4,5,1,×,×,×,×,逃げ,まくり,×
202601260610,1,3,2,2,1,5,×,×,×,×,逃げ,差し,×
202601260611,1,3,2,6,1,3,×,×,×,×,逃げ,差し,×
202601260612,1,2,4,3,1,4,×,×,○,×,逃げ,差し,×
202601260501,2,1,3,1,3,5,×,×,×,×,逃げ,まくり,×
202601260502,2,1,4,1,2,6,×,×,×,×,差し,逃げ,×
202601260503,1,2,3,1,4,5,○,×,×,×,逃げ,逃げ,○
202601260504,3,1,2,1,2,6,×,×,×,×,差し,逃げ,×
202601260505,1,2,6,3,1,5,×,×,×,×,逃げ,差し,×
202601260506,1,3,4,6,1,5,×,×,×,×,逃げ,まくり,×
202601260507,1,2,3,1,2,3,○,○,○,○,逃げ,逃げ,○
202601260508,1,2,4,6,1,5,×,×,×,×,逃げ,まくり,×
202601260509,1,3,2,2,1,5,×,×,×,×,逃げ,差し,×
202601260510,1,5,3,3,4,2,×,×,×,×,逃げ,まくり,×
202601260511,1,3,2,2,1,3,×,×,×,×,逃げ,差し,×
202601260512,1,2,3,1,5,2,○,×,×,×,逃げ,逃げ,○
202601260401,1,4,3,4,3,1,×,×,×,×,逃げ,差し,×
202601260402,1,5,4,3,4,2,×,×,×,×,差し,まくり,×
202601260403,5,1,2,3,4,2,×,×,○,×,差し,まくり,×
202601260404,1,2,5,1,2,5,○,○,○,○,逃げ,逃げ,○
202601260405,4,1,3,1,2,3,×,×,○,×,逃げ,逃げ,○
202601260406,1,4,2,4,2,1,×,×,×,×,逃げ,まくり,×
202601260407,1,5,2,2,1,4,×,×,×,×,逃げ,差し,×
202601260408,1,3,2,2,3,6,×,○,×,×,逃げ,まくり,×
202601260409,1,2,4,2,1,3,×,×,×,×,逃げ,差し,×
202601260410,2,4,3,1,2,4,×,×,×,×,差し,逃げ,×
202601260411,1,3,2,1,3,6,○,○,×,×,逃げ,逃げ,○
202601260412,1,2,3,1,4,2,○,×,×,×,逃げ,逃げ,○
202601260301,1,5,2,2,3,5,×,×,×,×,逃げ,まくり,×
202601260302,3,4,2,1,3,5,×,×,×,×,逃げ,逃げ,○
202601260303,1,4,5,2,3,4,×,×,×,×,逃げ,,-
202601260304,4,1,2,2,1,5,×,○,×,×,逃げ,差し,×
202601260305,1,3,2,3,4,5,×,×,×,×,逃げ,差し,×
202601260306,1,3,6,4,6,5,×,×,×,×,逃げ,,-
202601260307,1,4,5,3,6,4,×,×,×,×,逃げ,まくり,×
202601260308,1,2,6,2,3,1,×,×,×,×,逃げ,まくり,×
202601260309,1,4,2,1,4,3,○,○,×,×,逃げ,逃げ,○
202601260310,1,2,6,1,2,3,○,○,×,×,逃げ,,-
202601260311,1,2,6,1,2,5,○,○,×,×,逃げ,逃げ,○
202601260312,1,4,2,1,5,3,○,×,×,×,逃げ,逃げ,○
